Time,Beta_0_mean,Beta_0_min,Beta_0_max,Beta_1_mean,Beta_1_min,Beta_1_max,Channel
0.0,-0.025513543932899993,-0.03857010012117406,-0.012456987744625928,-0.004150946755508217,-0.032570203283357725,0.024268309772341293,Channel 1
41.666666666666664,-0.021114794709602234,-0.037150191323020255,-0.005079398096184212,0.07588365916343123,0.03906669310568971,0.11270062522117276,Channel 1
83.33333333333333,-0.006637612989514463,-0.02501476064024947,0.011739534661220545,0.15764660379050882,0.11350187747645732,0.20179133010456032,Channel 1
125.0,0.017910132036117653,-0.0025340405690623437,0.038354304641297646,0.16268653665033891,0.111309796186366,0.21406327711431183,Channel 1
166.66666666666666,0.047460372244490005,0.02470144890520418,0.07021929558377583,0.02349785862894221,-0.0332086919121307,0.08020440917001513,Channel 1
208.33333333333331,0.07360826204344859,0.04870813957889547,0.0985083845080017,-0.2329860259101935,-0.2915482097973038,-0.17442384202308323,Channel 1
250.0,0.08888547524708822,0.06280589579733784,0.1149650546968386,-0.48593592872934976,-0.5451630855204214,-0.4267087719382781,Channel 1
291.66666666666663,0.08909408949432866,0.06278864788258234,0.11539953110607498,-0.593876394346445,-0.6543758295283733,-0.5333769591645168,Channel 1
333.3333333333333,0.0741942075687397,0.04794463443795813,0.10044378069952128,-0.48782696163001404,-0.5498812290608223,-0.4257726941992058,Channel 1
375.0,0.04815321990339557,0.021796288167327614,0.07451015163946353,-0.2191368387023778,-0.2830023479168934,-0.1552713294878622,Channel 1
416.66666666666663,0.017551038562741553,-0.008938621805820522,0.04404069893130363,0.07426886772310734,0.008918018146358744,0.13961971729985595,Channel 1
458.3333333333333,-0.010521835054597325,-0.037020895164618324,0.015977225055423677,0.2580535373947106,0.1925876428477162,0.32351943194170496,Channel 1
500.0,-0.030502988785678642,-0.05708932414481904,-0.003916653426538241,0.2827024353367422,0.21757303144434492,0.3478318392291395,Channel 1
541.6666666666666,-0.03970632254421639,-0.0665820142511621,-0.012830630837270682,0.20002688340908004,0.13448034114159396,0.2655734256765661,Channel 1
583.3333333333333,-0.03864543018548694,-0.06573980729891717,-0.011551053072056713,0.10958303099207779,0.043593697394338535,0.17557236458981706,Channel 1
625.0,-0.03036508927643447,-0.057372218324055466,-0.0033579602288134787,0.0810527338421563,0.014912580278469617,0.147192887405843,Channel 1
666.6666666666666,-0.019129590329834675,-0.045951671786168734,0.007692491126499383,0.1118635174845489,0.04559461901807775,0.17813241595102003,Channel 1
708.3333333333333,-0.008970672576038615,-0.035805073486364414,0.01786372833428718,0.1466565811901722,0.08139200120291917,0.2119211611774252,Channel 1
750.0,-0.0025631924800133196,-0.029502886566074735,0.024376501606048095,0.13499448598681632,0.07193327975051239,0.19805569222312025,Channel 1
791.6666666666666,-0.0007247621908565737,-0.02768526271584429,0.02623573833413114,0.07626378292619285,0.01445499866717858,0.1380725671852071,Channel 1
833.3333333333333,-0.0025741313326334944,-0.029733619228898445,0.024585356563631457,0.01605150078119187,-0.046160258023837906,0.07826325958622166,Channel 1
875.0,-0.006096601244174597,-0.03369960004289628,0.021506397554547082,0.0024068687803105535,-0.061522934144938236,0.06633667170555935,Channel 1
916.6666666666666,-0.009026016582614961,-0.03615793626144778,0.018105903096217856,0.03989166456596127,-0.026122596404099405,0.10590592553602195,Channel 1
958.3333333333333,-0.010038218407428736,-0.03456866593763116,0.014492229122773684,0.08487931400028392,0.022535070730949784,0.14722355726961805,Channel 1
1000.0,-0.009142574869083035,-0.029122392096648374,0.010837242358482303,0.10256104712182318,0.05254660305378291,0.15257549118986344,Channel 1
